2025-05-16 08:08:28.752681 | rafif: tiga
2025-05-16 08:08:30.530417 | TDT Pak Rio Rio: c000442343
2025-05-16 08:08:40.802171 | rafif: mulai
2025-05-16 08:08:54.183457 | rafif: tiga
2025-05-16 08:10:25 | rafif: tiga
2025-05-16 08:10:27 | TDT Pak Rio Rio: C000442343
2025-05-16 08:10:42 | rafif: mulai
2025-05-16 08:22:48 | rafif: mulai
2025-05-16 08:22:50 | TDT Pak Rio Rio: C000442343
2025-05-16 08:23:06 | rafif: tiga
2025-05-16 11:30:13 | rafif: tiga
2025-05-16 11:30:15 | TDT Pak Rio Rio: C000442343
2025-05-16 11:30:32 | rafif: mulai
2025-05-16 11:30:51 | rafif: Timeline
2025-05-16 11:34:50 | rafif: tes
2025-05-16 11:34:52 | TDT Pak Rio Rio: C000442343
2025-05-16 11:35:08 | rafif: mulai
2025-05-16 11:35:26 | rafif: Timeline
2025-05-16 13:43:13 | rafif: tiga
2025-05-16 13:43:15 | TDT Pak Rio Rio: C000442343
2025-05-16 13:43:30 | rafif: mulai
2025-05-16 13:43:48 | rafif: empat
2025-05-16 13:44:05 | rafif: T252537
2025-05-16 13:44:25 | rafif: lima
2025-05-16 13:45:41 | rafif: lima
2025-05-16 13:47:16 | rafif: C000442094
2025-05-16 13:47:18 | TDT Pak Rio Rio: C000442343
2025-05-16 13:47:33 | rafif: mulai
2025-05-16 13:47:50 | rafif: lima
2025-05-16 13:56:41 | rafif: C000442094
2025-05-16 13:56:43 | TDT Pak Rio Rio: C000442343
2025-05-16 13:56:58 | rafif: mulai
2025-05-16 13:57:16 | rafif: lima
2025-05-16 13:58:18 | rafif: lima
2025-05-16 14:01:44 | rafif: J513988
2025-05-16 14:01:46 | TDT Pak Rio Rio: C000442343
2025-05-16 14:02:01 | rafif: mulai
2025-05-16 14:02:18 | rafif: lima
2025-05-16 14:05:37 | rafif: J513988
2025-05-16 14:05:39 | TDT Pak Rio Rio: C000442343
2025-05-16 14:05:54 | rafif: mulai
2025-05-16 14:06:11 | rafif: lima
2025-05-16 14:18:40 | rafif: J513988
2025-05-16 14:18:42 | TDT Pak Rio Rio: C000442343
2025-05-16 14:18:57 | rafif: mulai
2025-05-16 14:19:15 | rafif: tiga
2025-05-16 14:19:16 | rafif: Timeline
2025-05-16 14:21:25 | rafif: tiga
2025-05-16 14:21:27 | TDT Pak Rio Rio: C000442343
2025-05-16 14:21:42 | rafif: mulai
2025-05-16 14:22:00 | rafif: tiga
2025-05-16 14:29:04 | rafif: tiga
2025-05-16 14:29:06 | TDT Pak Rio Rio: C000442343
2025-05-16 14:29:21 | rafif: mulai
2025-05-16 14:29:39 | rafif: tiga
2025-05-16 14:41:35 | rafif: tiga
2025-05-16 14:41:37 | TDT Pak Rio Rio: C000442343
2025-05-16 14:41:52 | rafif: mulai
2025-05-16 14:42:10 | rafif: tiga
2025-05-16 14:46:27 | TDT Pak Rio Rio: mulai
2025-05-16 14:46:30 | rafif: tiga
2025-05-16 14:46:45 | rafif: mulai
2025-05-16 14:47:02 | rafif: tiga
2025-05-16 14:49:17 | rafif: tiga
2025-05-16 14:49:18 | TDT Pak Rio Rio: mulai
2025-05-16 14:49:35 | rafif: mulai
2025-05-16 14:49:37 | TDT Pak Rio Rio: tiga
2025-05-16 14:50:03 | TDT Pak Rio Rio: dua
2025-05-16 14:50:05 | rafif: tiga
2025-05-16 15:00:49 | rafif: tiga
2025-05-16 15:00:51 | TDT Pak Rio Rio: dua
2025-05-16 15:01:06 | rafif: mulai
2025-05-16 15:01:24 | rafif: dua
2025-05-16 15:04:19 | rafif: T322116
2025-05-16 15:04:21 | TDT Pak Rio Rio: dua
2025-05-16 15:04:37 | rafif: mulai
2025-05-16 15:04:55 | rafif: dua
2025-05-16 15:05:12 | rafif: T322116
2025-05-16 15:06:01 | rafif: dua
2025-05-16 15:06:17 | rafif: T322116
2025-05-16 15:10:35 | rafif: dua
2025-05-16 15:10:37 | TDT Pak Rio Rio: dua
2025-05-16 15:10:52 | rafif: mulai
2025-05-16 15:11:09 | rafif: dua
2025-05-16 15:11:26 | rafif: T322116
2025-05-16 15:11:42 | rafif: dua
2025-05-16 15:11:58 | rafif: tagsejnf
2025-05-16 15:21:14 | rafif: tagsejnf
2025-05-16 15:21:16 | TDT Pak Rio Rio: dua
2025-05-16 15:21:31 | rafif: mulai
2025-05-16 15:21:48 | rafif: satu
2025-05-16 15:22:20 | rafif: dua
2025-05-16 15:22:37 | rafif: hygggh
2025-05-16 15:22:53 | rafif: tiga
2025-05-16 15:23:20 | rafif: empat
2025-05-16 15:23:37 | rafif: T322116
2025-05-16 15:23:57 | rafif: lima
2025-05-16 15:24:13 | rafif: T322116
2025-05-16 15:24:45 | rafif: lima
2025-05-16 15:25:55 | rafif: satu
2025-05-16 15:25:57 | TDT Pak Rio Rio: mulai
2025-05-16 15:32:54 | rafif: dua
